,Score,Text,negative
183539,4,husband love chocol chip cooki enjoy especi one warm gooey saw tri great often make refriger cooki eat still warm cooki tast like fresh oven pop microwav 20 second warm cooki oven packag kept fresh even open week ad bonus fudgi center,0
60492,4,like use 5 hour energi time time help self get energi replac poor diet exercis mind rememb eat healthi get exercis sometim need littl someth someth instead ho hum coffe good option lot better soda definit pick perk think even better coffe good late afternoon need keep work kind tire give energi keep go tast great sweet keep one stash purs emerg receiv free sampl 5 hour energi smiley360,0
157342,5,use product year live reput bed relax help sleep sound would recommend anyon,0
303375,5,picki coffe drinker know follow critic may view best coffe tast bud someth great aroma tast italian roast mush want give mine away want tri hear agre everyon ask bought could get need buy thought would big deal b c anoth brand drink coffe morn make day right one well know continu buy tulli italian roast friend famili tri,0
131028,1,disgust diet product tri love marshmallow dip even close tast like chemic tast like eat spun plastic make actual scare eat even bother eat stick fat free whip top least flavor,1
328451,5,7 year old say tast realli good aftertast idea even know mean grind bottom set k cup maker biggest drink set actual split hot chocol two serv boy love,0
201307,4,realli like pepper flavor beef steak yet tri hear pepper best flavor spicey far pepper goe tender someth cant find store like shop amazon great,0
31894,5,order pumpkin cat need diet first time order mani month ago half case damag compani packag issu assur custom support fantast extrem nice help friend made right promis would take care everyth fast origin order organ hard find store reorder get low receiv case perfect product cat aliv well import cat yes thank still sell product continu order long need thank much farmer market food sincer chris,0
460186,4,slight bitter aftertast make one better easier consum gu flavor attribut caffein frank well worth long run,0
324351,5,wife use case tomato everi month tast qualiti simpli beat unless wife fire roast home grown tomato much easier roast bbq send coupl 89 year old mother period simpli heat eat took consider coax get tri initi fear fire roast meant would spici cours spici least subscrib amazon case deliv month cours amazon prime member mean ship free heavi case mouth water tomato automat deliveri make live littl simpler,0
31983,1,love pumpkin dog love pumpkin quit often roast need back libbi disappear store stuff brand store sell tast like dirt realli fresh pumpkini flavor also wateri chang pie cake recip turn final got ta wonder libbi pumpkin harvest dri guy get mysteri,1
410556,5,recent made switch senseo pod k cup senseo machin die mani good year main reason switch greater varieti avail coffe howev struggl find k cup would drink regular basi prefer stronger brew coffe alway buy starbuck bold select exampl keurig plenti strong cup found strong like espresso littl flavor order hondura final found cup coffe drink regular basi brew nice strong cup coffe take small amount cream sugar without becom milki overpow strong bitter like espresso italian roast k cup tri,0
122875,5,like hodgson bread mix tri one zojirushi bread machin came perfect bake like regular bread shape shape display packet agre distinct flavor hope healthi state,0
285677,5,realli good expens brand 4 per safeway differ obvious open tast fish,0
461128,5,friend holiday parti tasti purchas mini popcorn 8 ounc canist anoth friend stock stuffer well receiv,0
480252,5,best choc chip cooki ever made hard gave away friend also rave good,0
550901,5,box cocoa came surpris fast varieti cocoa avail citi grate get mail plea,0
109497,5,consum lot coco juic year brand consist good right mix coco flavor sweet sour tast mani south american coconut wish darn,0
107815,5,insan addict delici butter soft chees spread snack serv meal mini breadstick cheap,0
427032,5,finish first cup green tea tropic pouch brew second cup pouch love smoothest flavor green tea ever tast delici afraid tri tad pricier tea bag tea well worth price especi sinc steep twice leav unfurl swell pouch creat aroma student comment wait sampl tea compani well done mighti leaf,0
440270,5,could smell aroma french roast coffe took plastic cover box smell wonder good brew like pod solid plastic take le room trash hope le room landfil good product,0
125376,1,co worker mine went jamaica vacat feb bought 1lb bag ground expir date march brew soon got home tast like cheap coffe left open air week wonder due expir date coffe realli tast like never buy hype expect much,1
163735,5,mom alway look good healthi snack famili eat go often struggl thank good found funley natur stix mud delici kid think heaven sinc natur mom let eat chocol snack feel good know get healthiest ingredi win win situat hous honest worri product actual natur sinc tast good research learn made whole food standard buy groceri thrill snack feel like start fan club thank funley,0
495460,5,one favorit tea like breakfast beat littl tin entertain contain,0
171686,5,use summer trip sever south east asian countri vietnam cambodia lao quit bit outdoor hike especi heavili forest region region known malaria carri mosquito recommend friend spent time amazon glad took advic compar tripmat aerosol spray even outdoor stuff bitten lotion appli great sinc pain wear long sleev long pant humid mosquito still tri bite cloth though think lotion repel effect go coat cloth permethrin next time lotion dri well greasi caus break think switch back spray even back home,0
546917,5,littl dog itchi chang kibbl honest kitchen brand made major improv know get pure food without unnecessari ingredi make feel good,0
447731,5,see blog post full review suffic say young kid eat whole wheat bread gusto use reserv full high test white bread kudo great river mill fabul product,0
310332,5,kind bar made look varieti could find health delici sweet chocohol dream,0
339849,5,regular repeat custom say someth item ship fast kid love candi drop,0
533943,4,use product sever month dog seem like deliv realli nice say,0
262014,4,grow great easili cat love help natur digest system complaint stuff bottom get floor constant get five froom fix,0
91179,1,never use sucanat tast smell kind icki sweet enough use sugar replac bake item lent weird tast quit disappoint,1
393033,5,sometim problem order k cup way strong u even order medium blend coffe great right smooth blend perfect morn cup coffe anytim would definit order,0
404094,5,best protein shake ever best part organ load real fruit veget protein tast like drink chocol milk,0
91703,5,use treat two siames cat sinc raw diet love grain free sure chang time soon sinc p g took,0
